county,fips,crime,GDP,poverty
"Benton County, IA",19011,0.01187569826623081,1194423,8
"Black Hawk County, IA",19013,0.02159441592722851,10239674,14.2
"Boone County, IA",19015,0.0018594401019248648,1326541,8.2
"Bremer County, IA",19017,0.013607473446231285,1516404,7.8
"Buchanan County, IA",19019,0.00861612515042118,1090011,8.8
"Buena Vista County, IA",19021,0.021996780958884066,1779393,12.2
"Butler County, IA",19023,0.0011935687706241664,745146,7.9
"Calhoun County, IA",19025,0.0036265671951093152,581095,11.6
"Carroll County, IA",19027,0.012586593814030636,1765949,9.3
"Cass County, IA",19029,0.02251564646618837,949790,14.8
"Cedar County, IA",19031,0.008886753932989072,835956,7.9
"Cerro Gordo County, IA",19033,0.03530389363722697,3514665,10.7
"Cherokee County, IA",19035,0.006500802568218299,1048894,9.9
"Chickasaw County, IA",19037,0.004661199827362969,1036817,8.8
"Clarke County, IA",19039,0.01725563132878694,552797,10.5
"Clay County, IA",19041,0.014319376472720682,1430722,10.5
"Clayton County, IA",19043,0.00489879414298019,1141019,10.5
"Clinton County, IA",19045,0.032105535883927803,2909338,13.3
"Crawford County, IA",19047,0.011801353860899779,1048657,11.2
"Dallas County, IA",19049,0.013857251328777525,10067389,6
"Davis County, IA",19051,0.003500328155764603,382786,11.6
"Decatur County, IA",19053,0,259916,18.3
"Delaware County, IA",19055,0.01397712833545108,1230872,8.7
"Des Moines County, IA",19057,0.03711199306121376,2718196,14.3
"Dickinson County, IA",19059,0.009817177120686615,1410297,7.9
"Dubuque County, IA",19061,0.030013458950201886,9017369,9.6
"Emmet County, IA",19063,0.008900120865838919,453570,9.8
"Fayette County, IA",19065,0.007281434784733421,1005081,13.9
"Floyd County, IA",19067,0.012946047184070447,1130141,11.5
"Franklin County, IA",19069,0.00516246583662314,815940,11.3
"Fremont County, IA",19071,0.018550272798129385,444671,9.8
"Greene County, IA",19073,0.006293626273028951,680582,10.7
"Grundy County, IA",19075,0.0037183736157141703,765868,6.7
"Guthrie County, IA",19077,0.007217847769028871,701398,9.9
"Hamilton County, IA",19079,0.014729839804507195,1033860,8.5
"Hancock County, IA",19081,0.004044943820224719,1100458,9.9
"Hardin County, IA",19083,0.02605845093899322,1230235,10.4
"Harrison County, IA",19085,0.0012916383412644459,700303,9.8
"Henry County, IA",19087,0.011894453812149661,1179221,12.7
"Howard County, IA",19089,0.0040807784869729,692136,9.9
"Humboldt County, IA",19091,0.0052279381012128815,596423,9.6
"Ida County, IA",19093,0.009523809523809525,847680,9.4
"Iowa County, IA",19095,0.015251342118106394,1331267,7.6
"Jackson County, IA",19097,0.01849672103581638,860899,9.3
"Jasper County, IA",19099,0.016663156786353585,1541901,9.6
"Jefferson County, IA",19101,0.011460588310199924,925384,14.1
"Johnson County, IA",19103,0.028415175156799755,11947432,15.5
"Jones County, IA",19105,0.011454207034792155,904629,10.3
"Keokuk County, IA",19107,0.007104435197401807,458773,11.1
"Kossuth County, IA",19109,0.003700342107100468,1279274,10.2
"Lee County, IA",19111,0.025126091770205437,2248893,14.4
"Linn County, IA",19113,0.0298051759232335,20863578,9.9
"Louisa County, IA",19115,0.007822808671065032,972087,9.8
"Lucas County, IA",19117,0.010570172054625415,354558,13.7
"Lyon County, IA",19119,0.00406152207204208,1263178,7.8
"Madison County, IA",19121,0.0039820491751469565,659658,7
"Mahaska County, IA",19123,0.015424752837788356,1162014,11.7
"Marion County, IA",19125,0.012828826796740632,2970116,8
"Marshall County, IA",19127,0.02397768115213512,2299002,12
"Mills County, IA",19129,0.014279857884667941,665583,8.5
"Mitchell County, IA",19131,0.0043776170536733916,1047860,9.2
"Monona County, IA",19133,0.008264462809917356,516918,12.6
"Monroe County, IA",19135,0.010756972111553785,602851,10.2
"Montgomery County, IA",19137,0.019710259189908347,550407,13
"Muscatine County, IA",19139,0.016743207041714503,3125865,11.7
"O'Brien County, IA",19141,0.012958811992154665,1178626,9.1
"Osceola County, IA",19143,0.0027564028942230387,502112,10.5
"Page County, IA",19145,0.017920909932548603,827010,13.8
"Palo Alto County, IA",19147,0.010165184243964422,727737,10.7
"Plymouth County, IA",19149,0.009656192812366156,2000796,8.7
"Pocahontas County, IA",19151,0.00510783200908059,640788,11.1
"Polk County, IA",19153,0.03434664246823956,59256524,11.5
"Pottawattamie County, IA",19155,0.03687726583258926,5782771,11.6
"Poweshiek County, IA",19157,0.01810471374979612,1551119,10.3
"Ringgold County, IA",19159,0.005121638924455826,211159,14.1
"Sac County, IA",19161,0.0066555740432612314,776394,10
"Scott County, IA",19163,0.04114478849923263,12795009,11
"Shelby County, IA",19165,0.004323995127892813,1037217,8.8
"Sioux County, IA",19167,0.00560107005517472,3348933,6.9
"Story County, IA",19169,0.01762997994552366,7288490,14.9
"Tama County, IA",19171,0.006419782440706176,872100,12.3
"Taylor County, IA",19173,0.005972892258212727,379276,13
"Union County, IA",19175,0.019031435853865762,988894,13.7
"Van Buren County, IA",19177,0.007006456930897101,301824,14.8
"Wapello County, IA",19179,0.041016240368917024,2190085,13.8
"Warren County, IA",19181,0.016129032258064516,1835636,5.8
"Washington County, IA",19183,0.019827395441469352,1654780,9.5
"Wayne County, IA",19185,0.0068206479615563476,302846,14.7
"Webster County, IA",19187,0.04272824507034528,2726095,14
"Winnebago County, IA",19189,0,619879,11.4
"Winneshiek County, IA",19191,0.004912280701754386,1300619,7.9
"Woodbury County, IA",19193,0.04857283557777904,6999587,12.9
"Worth County, IA",19195,0.0037164487267721956,494686,9.2
"Wright County, IA",19197,0.005011933174224344,1058355,11
"Allen County, KS",20001,0.029798700269456333,692362,16
"Anderson County, KS",20003,0.016486220472440943,508590,11.6
"Atchison County, KS",20005,0.02664752870693959,776273,13.6
"Barber County, KS",20007,0.0136986301369863,253429,11.7
"Barton County, KS",20009,0.03501790688420215,1617593,15
"Bourbon County, KS",20011,0.03337445175438596,742522,15.4
"Brown County, KS",20013,0.032116004296455426,676112,12.2
"Butler County, KS",20015,0.018780586422765363,3835609,9.2
"Chase County, KS",20017,0.014578408195429472,167575,11.4
"Chautauqua County, KS",20019,0.010774606872451952,108191,14.7
"Cherokee County, KS",20021,0.029671332927571514,1079769,15.2
"Cheyenne County, KS",20023,0.00942951438000943,185036,12.2
"Clark County, KS",20025,0.018276762402088774,277740,12.2
"Clay County, KS",20027,0.017259723371556922,376061,11
"Cloud County, KS",20029,0.01949472846628208,584247,12.1
"Coffey County, KS",20031,0.019631604459524964,935855,9.8
"Comanche County, KS",20033,0.013064133016627079,89042,12.1
"Cowley County, KS",20035,0.03833736884584342,1668080,15.2
"Crawford County, KS",20037,0.03798524059846341,2110149,17.3
"Decatur County, KS",20039,0.004896421845574388,217245,13.9
"Dickinson County, KS",20041,0.016480569506070505,878533,10.5
"Doniphan County, KS",20043,0.015461145469212154,327507,12.3
"Douglas County, KS",20045,0.01569891226006346,6741959,13.3
"Edwards County, KS",20047,0.015065053640721297,230773,12
"Elk County, KS",20049,0.008649093904448105,108991,17.1
"Ellis County, KS",20051,0.013011216566005178,2116113,15.6
"Ellsworth County, KS",20053,0.015418502202643172,360848,12.3
"Finney County, KS",20055,0.039278642906833625,2958636,11.9
"Ford County, KS",20057,0.02456171576043428,2992245,11.6
"Franklin County, KS",20059,0.021316270566727604,1162244,11.1
"Geary County, KS",20061,0.04302021808268969,3517533,11
"Gove County, KS",20063,0.011013215859030838,296852,9.4
"Graham County, KS",20065,0.006622516556291391,226571,12.7
"Grant County, KS",20067,0.004199916001679967,485157,11.2
"Gray County, KS",20069,0.010177157934413872,894009,8.7
"Greeley County, KS",20071,0.0026001040041601664,184241,11.1
"Greenwood County, KS",20073,0.013606207129202744,219115,14.3
"Hamilton County, KS",20075,0.03161397670549085,297781,11.5
"Harper County, KS",20077,0.015950920245398775,377712,14.1
"Harvey County, KS",20079,0.032500441982438566,1752460,8.2
"Haskell County, KS",20081,0.007407407407407408,488224,10.8
"Hodgeman County, KS",20083,0.006232294617563739,188999,10.4
"Jackson County, KS",20085,0.018709629519637686,472054,10.5
"Jefferson County, KS",20087,0.013889619613826485,503050,8.3
"Jewell County, KS",20089,0.001040582726326743,181492,12.1
"Johnson County, KS",20091,0.027291210013024557,69970241,5.3
"Kearny County, KS",20093,0.01601890756302521,311200,10.2
"Kingman County, KS",20095,0.009050978304272594,411877,11.9
"Kiowa County, KS",20097,0.01373134328358209,153103,12.1
"Labette County, KS",20099,0.043690276820017734,1043894,15.5
"Lane County, KS",20101,0.018685567010309278,200647,10.2
"Leavenworth County, KS",20103,0.026719066390290074,3779524,8.3
"Lincoln County, KS",20105,0,193805,11.8
"Linn County, KS",20107,0.012811668473440426,640549,11
"Logan County, KS",20109,0.004384362440628425,223527,10.2
"Lyon County, KS",20111,0.028366789181038545,1907497,13.7
"McPherson County, KS",20113,0.014450191890538961,2583516,8.3
"Marion County, KS",20115,0.014000670690811536,513729,10.9
"Marshall County, KS",20117,0.015944645006016847,703386,9.2
"Meade County, KS",20119,0.00967067433350758,307244,9.6
"Miami County, KS",20121,0.02872029482780531,1369382,7
"Mitchell County, KS",20123,0.013423904253598577,693539,10.5
"Montgomery County, KS",20125,0.04420014917144988,3010806,17.3
"Morris County, KS",20127,0.005868139454608215,263170,11.7
"Morton County, KS",20129,0.012324546388223211,204544,12
"Nemaha County, KS",20131,0.006958250497017893,656799,8.4
"Neosho County, KS",20133,0.03482362062281948,782480,14.9
"Ness County, KS",20135,0,268961,10.2
"Norton County, KS",20137,0.0034397095356392127,406275,13.9
"Osage County, KS",20139,0.007791881362322483,418450,10.8
"Osborne County, KS",20141,0.005124621476822734,258889,12.1
"Ottawa County, KS",20143,0.013879369431117203,182901,10.2
"Pawnee County, KS",20145,0.020663846404165312,373813,12.8
"Phillips County, KS",20147,0.0028451429345617125,625582,10.1
"Pottawatomie County, KS",20149,0.014953830049721485,1571746,7.9
"Pratt County, KS",20151,0.026665191414029652,735821,9.5
"Rawlins County, KS",20153,0.006764822920811779,180323,10.9
"Reno County, KS",20155,0.031611472032958325,3360747,11.8
"Republic County, KS",20157,0.021377672209026127,299874,11.9
"Rice County, KS",20159,0.015164369034994699,865460,10.6
"Riley County, KS",20161,0.01665327117826716,3713254,18
"Rooks County, KS",20163,0.013361236316806182,277620,11.2
"Rush County, KS",20165,0.011268280987772716,202065,12.4
"Russell County, KS",20167,0.024879372738238842,391904,13.1
"Saline County, KS",20169,0.049423455517015095,3751860,11.5
"Scott County, KS",20171,0.01613228473482557,502412,7.9
"Sedgwick County, KS",20173,0.06997976794765075,39933918,13.6
"Seward County, KS",20175,0.022373586869116883,1604580,14.4
"Shawnee County, KS",20177,0.05426619233158281,13579888,12.6
"Sheridan County, KS",20179,0.004968944099378882,251997,11
"Sherman County, KS",20181,0.019638242894056846,435029,13.7
"Smith County, KS",20183,8.503401360544217e-4,273754,11.9
"Stafford County, KS",20185,0.00806654902949332,274350,14
"Stanton County, KS",20187,0,260828,10.7
"Stevens County, KS",20189,0.005051486302700602,448261,10.5
"Sumner County, KS",20191,0.033031384390154635,946058,11.2
"Thomas County, KS",20193,0.021184277692700357,873403,9.4
"Trego County, KS",20195,0.004030780505679736,232030,10.7
"Wabaunsee County, KS",20197,0.015160777601173738,183014,9
"Wallace County, KS",20199,4.5248868778280545e-4,118132,13.4
"Washington County, KS",20201,0.005647130647130647,277976,11.3
"Wichita County, KS",20203,0,321291,10.5
"Wilson County, KS",20205,0.02634011090573013,416910,14.3
"Woodson County, KS",20207,0.015054452274183215,107052,13.9
"Wyandotte County, KS",20209,0.014475998077168813,14516943,17.1
"Adair County, KY",21001,0.02259592856770969,516641,22.1
"Allen County, KY",21003,0.011435422142297228,584178,16.4
"Anderson County, KY",21005,0.009402338320660616,729843,9
"Ballard County, KY",21007,0.015712976299594082,339671,14.4
"Barren County, KY",21009,0.022950819672131147,1761883,18
"Bath County, KY",21011,0.008902996051714794,258275,17.8
"Bell County, KY",21013,0.02493595217762596,947112,28.9
"Boone County, KY",21015,0.024110935879402697,16250915,7.4
"Bourbon County, KY",21017,0.018846288078974923,1185638,14.2
"Boyd County, KY",21019,0.03164951021085838,3958077,18.1
"Boyle County, KY",21021,0.018252639711563223,1667288,14.7
"Bracken County, KY",21023,0.010473052482937163,226720,14.3
"Breathitt County, KY",21025,0.007567158531971245,294737,30.3
"Breckinridge County, KY",21027,0.006117934961645254,494585,16.5
"Bullitt County, KY",21029,0.013604003665327413,3482882,8.4
"Butler County, KY",21031,0.00714633750203021,393371,15
"Caldwell County, KY",21033,0.019971355824315723,521139,15.8
"Calloway County, KY",21035,0.02152431011826544,1827453,17.6
"Campbell County, KY",21037,0.02153440615633171,4715227,10.3
"Carlisle County, KY",21039,0.007037747920665387,249968,12.9
"Carroll County, KY",21041,0.015341321713870733,2558458,16.2
"Carter County, KY",21043,0.00884116263185854,640093,19.2
"Casey County, KY",21045,0.003196089490505734,451825,21.1
"Christian County, KY",21047,0.03171097477845944,7521989,17.8
"Clark County, KY",21049,0.02968005812232597,1924485,10.8
"Clay County, KY",21051,0.005615703733684104,451029,37.2
"Clinton County, KY",21053,0.003959524857017158,396984,23.6
"Crittenden County, KY",21055,0.00978538863560547,243595,17.9
"Cumberland County, KY",21057,0.0074962518740629685,223923,23.1
"Daviess County, KY",21059,0.03314730091791038,5882729,16.2
"Edmonson County, KY",21061,0.007930727522861536,240635,16
"Elliott County, KY",21063,0.005074749691400357,105224,25.8
"Estill County, KY",21065,0.0038516405135520684,293887,22.7
"Fayette County, KY",21067,0.0450195941173897,27311453,15.7
"Fleming County, KY",21069,0.008754296089747747,424849,18.1
"Floyd County, KY",21071,0.004876500461680517,1338233,26.5
"Franklin County, KY",21073,0.029241800506368258,4166727,11.8
"Fulton County, KY",21075,0.022738038844149693,297025,25.9
"Gallatin County, KY",21077,0.013250283125707814,450810,13.1
"Garrard County, KY",21079,0.009023561521751239,381610,17.6
"Grant County, KY",21081,0.023167518983418563,709216,13
"Graves County, KY",21083,0.022610652251461187,1650004,17.6
"Grayson County, KY",21085,0.009968265820421878,944025,17.8
"Green County, KY",21087,0.005732650047772084,214149,17.6
"Greenup County, KY",21089,0.005248524738992283,1028082,15.9
"Hancock County, KY",21091,0.005554938340184424,949841,11.9
"Hardin County, KY",21093,0.01741492251158332,7065007,14.2
"Harlan County, KY",21095,0.018059138717999603,718473,29.7
"Harrison County, KY",21097,0.01431820531375995,670035,13.9
"Hart County, KY",21099,0.007018429689472356,795546,17.7
"Henderson County, KY",21101,0.03877830389802742,2613226,13.2
"Henry County, KY",21103,0.025053641297488324,420489,14.6
"Hickman County, KY",21105,0.006392694063926941,260423,18.7
"Hopkins County, KY",21107,0.016283653630784392,2479937,16
"Jackson County, KY",21109,0.004073789392774789,207966,23.9
"Jefferson County, KY",21111,0.05628936942259705,74379280,16.2
"Jessamine County, KY",21113,0.02095715869640293,2849779,10.3
"Johnson County, KY",21115,0.004208144796380091,567061,25
"Kenton County, KY",21117,0.018229379547126626,11783624,10.6
"Knott County, KY",21119,7.991282237559027e-4,262312,26.1
"Knox County, KY",21121,0.005316473884618148,792913,35
"Larue County, KY",21123,0.010752688172043012,282968,16.1
"Laurel County, KY",21125,0.019234425502249825,2834130,21.8
"Lawrence County, KY",21127,0.005918265636680788,528791,20.6
"Lee County, KY",21129,0.00636766334440753,168240,31.1
"Leslie County, KY",21131,0.001812141347025068,192942,26.7
"Letcher County, KY",21133,5.807481972608043e-4,520280,23.8
"Lewis County, KY",21135,0.007429765498026469,257702,22.1
"Lincoln County, KY",21137,0.008474923234390993,549315,19.1
"Livingston County, KY",21139,0.015169970102978629,454921,14.3
"Logan County, KY",21141,0.011234357224118316,1373497,14.8
"Lyon County, KY",21143,0.008657545959811885,312033,15.9
"McCracken County, KY",21145,0.03264930905640235,6609917,15.7
"McCreary County, KY",21147,8.401344215074412e-4,327598,35.9
"McLean County, KY",21149,0.003866110489368196,310165,14.7
"Madison County, KY",21151,0.02532524030493868,4126213,13.8
"Magoffin County, KY",21153,0.0024862369028591726,193540,29.2
"Marion County, KY",21155,0.01054768743191047,1170879,14.6
"Marshall County, KY",21157,0.015424401958067794,1786539,13.8
"Martin County, KY",21159,7.242440702516748e-4,244133,48.1
"Mason County, KY",21161,0.02963489805595069,1587027,17
"Meade County, KY",21163,0.008283433133732535,834337,11.7
"Menifee County, KY",21165,0.00537719436976119,116936,25.1
"Mercer County, KY",21167,0.009963611159244498,1039838,13.4
"Metcalfe County, KY",21169,0.007185972980741593,239202,24.2
"Monroe County, KY",21171,0.002104709287029729,412975,23.7
"Montgomery County, KY",21173,0.015576869224306917,1335999,14.6
"Morgan County, KY",21175,0.0089851640314829,350457,24.7
"Muhlenberg County, KY",21177,0.010124995877444675,1514127,20.2
"Nelson County, KY",21179,0.014159032919228678,2219003,12.9
"Nicholas County, KY",21181,0.0051598288447017365,116389,17.2
"Ohio County, KY",21183,0.009584664536741214,1053291,16
"Oldham County, KY",21185,0.010664281048535968,2663663,5.8
"Owen County, KY",21187,0.004244031830238726,231882,15.4
"Owsley County, KY",21189,0.001800411522633745,69415,33.1
"Pendleton County, KY",21191,0.010730779679434936,396616,13.2
"Perry County, KY",21193,0.014142538975501114,1268452,29.7
"Pike County, KY",21195,0.012876544101712057,2527585,23.4
"Powell County, KY",21197,0.005263559386680906,319085,22.1
"Pulaski County, KY",21199,0.012405040395514289,2915885,17
"Robertson County, KY",21201,8.853474988933156e-4,38736,19.6
"Rockcastle County, KY",21203,0.0034815538724651844,430043,21.8
"Rowan County, KY",21205,0.024871319744698372,1022999,24
"Russell County, KY",21207,0.006988806988806989,959072,22.3
"Scott County, KY",21209,0.019267277268942548,3842024,10
"Shelby County, KY",21211,0.015568619501317656,2205947,11.6
"Simpson County, KY",21213,0.019244122606884236,1294801,13.7
"Spencer County, KY",21215,0.004366812227074236,398874,7
"Taylor County, KY",21217,0.017318289162949356,1082671,19.4
"Todd County, KY",21219,0.013288504642971502,547475,16.3
"Trigg County, KY",21221,0.011728182131769576,378660,13.6
"Trimble County, KY",21223,0.0025584370275613445,674641,13.2
"Union County, KY",21225,0.015173067804646752,1171350,14.5
"Warren County, KY",21227,0.030343387048161103,10612250,14.2
"Washington County, KY",21229,0.005867768595041322,408828,13.1
"Wayne County, KY",21231,0.009646951866255872,541092,25
"Webster County, KY",21233,0.008007611194799017,486526,15.4
"Whitley County, KY",21235,0.013296641119283987,1427472,26.9
"Wolfe County, KY",21237,0.0050489113284947935,156238,28.6
"Woodford County, KY",21239,0.015470681676911388,1499277,10.6
"Acadia Parish, LA",22001,0.017477045075125208,1982022,25
"Allen Parish, LA",22003,0.004954731768839242,955799,20.1
"Ascension Parish, LA",22005,0.03151090762186911,11913088,10.7
"Assumption Parish, LA",22007,0,644076,18.3
"Avoyelles Parish, LA",22009,0.01606614857262475,1209851,27
"Beauregard Parish, LA",22011,0.017847033132936133,1784246,15.7
"Bienville Parish, LA",22013,0.013334866076560524,856973,25.3
"Bossier Parish, LA",22015,0.05465538476303204,7136566,13.8
"Caddo Parish, LA",22017,0.05783219704637171,17538838,22.8
"Calcasieu Parish, LA",22019,0.05687623840546859,18754940,17.6
"Caldwell Parish, LA",22021,0.019472361809045227,240246,20.3
"Cameron Parish, LA",22023,0.03418989547038327,952424,13.8
"Catahoula Parish, LA",22025,0.014048890137679123,235133,30
"Claiborne Parish, LA",22027,0.006114885731933292,458259,29.2
"Concordia Parish, LA",22029,0.02482154445165477,745781,25.2
"De Soto Parish, LA",22031,0.01461038961038961,3237717,17.7
"East Baton Rouge Parish, LA",22033,0.060488324041253275,43665913,20
"East Carroll Parish, LA",22035,0.011153507484590548,168394,46.5
"East Feliciana Parish, LA",22037,0.007972814011240361,643931,19.9
"Evangeline Parish, LA",22039,0.010840957513472867,1186059,22.2
"Franklin Parish, LA",22041,0.023626506998948135,647924,23.9
"Grant Parish, LA",22043,0.0170823217832708,557003,20.4
"Iberia Parish, LA",22045,0,3459362,22.1
"Iberville Parish, LA",22047,0.02895998434595441,3158321,20.2
"Jackson Parish, LA",22049,0,554510,19.4
"Jefferson Parish, LA",22051,0.04071135080219235,30612563,17.1
"Jefferson Davis Parish, LA",22053,0.038523274478330656,984695,17.8
"Lafayette Parish, LA",22055,0.03912670522150585,18707261,16.9
"Lafourche Parish, LA",22057,0.03663303522092381,5495473,19.4
"LaSalle Parish, LA",22059,0.009032871502309156,607940,20
"Lincoln Parish, LA",22061,0.03328305886189467,2635411,28.4
"Livingston Parish, LA",22063,0.03231166556105855,4265281,14.1
"Madison Parish, LA",22065,0.02135942760942761,482097,34.1
"Morehouse Parish, LA",22067,0.0431631240329017,725572,31.3
"Natchitoches Parish, LA",22069,0.016582257801012905,1975855,24.3
"Orleans Parish, LA",22071,0.07719448540213127,29482170,23.1
"Ouachita Parish, LA",22073,0.06742911755336094,8911597,21.4
"Plaquemines Parish, LA",22075,0.010487297712684206,3638639,15.6
"Pointe Coupee Parish, LA",22077,0.01003147128245476,1008962,20.1
"Rapides Parish, LA",22079,0.06009626581787128,7196571,19.9
"Red River Parish, LA",22081,0.025550421310138623,972631,24.5
"Richland Parish, LA",22083,0,820633,25.1
"Sabine Parish, LA",22085,0.006142766363058674,1336955,19.3
"St. Bernard Parish, LA",22087,0.040026714158504006,1744382,18
"St. Charles Parish, LA",22089,0.02224073963851358,13059833,12.9
"St. Helena Parish, LA",22091,0.03800980301488949,260655,22.8
"St. James Parish, LA",22093,0.03297105235656808,3304245,15.1
"St. John the Baptist Parish, LA",22095,0.025676058879637028,4060192,16.8
"St. Landry Parish, LA",22097,0.03301084725886837,3111947,23.2
"St. Martin Parish, LA",22099,0.020858776776194632,1807733,18.1
"St. Mary Parish, LA",22101,0.034598048966290706,3486283,21.4
"St. Tammany Parish, LA",22103,0.014565214296898353,16534566,11.9
"Tangipahoa Parish, LA",22105,0.02252558749167377,6219912,19
"Tensas Parish, LA",22107,0.011817865832464372,144023,30.8
"Terrebonne Parish, LA",22109,0.04688381137578999,6719537,16.1
"Union Parish, LA",22111,0.03403573509419305,639259,18.3
"Vermilion Parish, LA",22113,0.008283885592372826,1730687,17.5
"Vernon Parish, LA",22115,0.013963039014373716,2511706,16.7
"Washington Parish, LA",22117,0.03005112247166037,1434646,23.3
"Webster Parish, LA",22119,0.01254980079681275,1440567,20.3
"West Baton Rouge Parish, LA",22121,0.03749693079378442,2145902,13.6
"West Carroll Parish, LA",22123,0.009793485203321269,232062,19.6
"West Feliciana Parish, LA",22125,0.006228699024562228,1121052,22.3
"Winn Parish, LA",22127,0.005311778290993071,731732,24.2
"Androscoggin County, ME",23001,0.02190479535038893,6750171,13
"Aroostook County, ME",23003,0.015933446136491822,3302824,12.1
"Cumberland County, ME",23005,0.015237575597808929,32482425,6.9
"Franklin County, ME",23007,0.018107872567057228,1456484,13.6
"Hancock County, ME",23009,0.014260395812136926,3422650,10.1
"Kennebec County, ME",23011,0.03506789069828236,8103846,11.5
"Knox County, ME",23013,0.015178132246504111,2525487,8.6
"Lincoln County, ME",23015,0.012755171567959444,1733056,9.8
"Oxford County, ME",23017,0.020997013553870892,2445504,14.5
"Penobscot County, ME",23019,0.025038024323350293,9020616,12.6
"Piscataquis County, ME",23021,0.015598561759729273,828478,15.3
"Sagadahoc County, ME",23023,0.014901628042636686,2846083,8.7
"Somerset County, ME",23025,0.022205798367319514,2300861,13.3
"Waldo County, ME",23027,0.0043821209465381246,1943070,12.7
"Washington County, ME",23029,0.014307013016801422,1399836,20.1
"York County, ME",23031,0.018978309237410583,12708627,8.1
"Allegany County, MD",24001,0.06088549029687701,3368586,18.8
"Anne Arundel County, MD",24003,0.02701815776916444,64351226,6.3
"Baltimore County, MD",24005,0.04523190357089617,69641105,9.8
"Calvert County, MD",24009,0.007755129395770104,5674309,4.9
"Caroline County, MD",24011,0.021650762533513997,1505857,13.3
"Carroll County, MD",24013,0.04335861056751468,8442906,6.4
"Cecil County, MD",24015,0.025068314126173222,7055479,10
"Charles County, MD",24017,0.021705831157528284,7702432,7.8
"Dorchester County, MD",24019,0.03945090655085492,1660554,15.7
"Frederick County, MD",24021,0.01998596405577762,19187847,6.4
"Garrett County, MD",24023,0.009280270956816257,1690949,10.8
"Harford County, MD",24025,0.020407472841408862,17050719,7.3
"Howard County, MD",24027,0.029936645153650306,35553059,5.6
"Kent County, MD",24029,0.010521453500307944,1249114,13
"Montgomery County, MD",24031,0.02497213907262098,113186209,7.2
"Prince George's County, MD",24033,0.0337553953884167,60313919,11
"Queen Anne's County, MD",24035,0.008873888393788278,2697229,6.5
"St. Mary's County, MD",24037,0.019675878002931507,9882630,8.4
"Somerset County, MD",24039,0.020233210092227685,1003986,22.9
"Talbot County, MD",24041,0.02468716528644949,2668496,10.1
"Washington County, MD",24043,0.019543686443616464,9256640,11.5
"Wicomico County, MD",24045,0.030799141473931414,6728506,15.4
"Worcester County, MD",24047,0.02022767555320043,3781557,10.1
"Baltimore city, MD",24510,0.07819466659117609,61953970,20.2
"Barnstable County, MA",25001,0.0163659021023039,18186673,8.9
"Berkshire County, MA",25003,0.01961938091329999,8955924,12.5
"Bristol County, MA",25005,0.023846391010928027,34265604,12.7
"Dukes County, MA",25007,0.014602000663727303,2021844,8.5
"Essex County, MA",25009,0.0162714211528475,58540754,9.6
"Franklin County, MA",25011,0.014290127187504198,3729795,11.9
"Hampden County, MA",25013,0.04195380981199852,28860036,17.6
"Hampshire County, MA",25015,0.014555831806932824,9766320,12.4
"Middlesex County, MA",25017,0.01566986185909863,226158068,7.7
"Nantucket County/town, MA",25019,0.023477723621885084,1950412,6.5
"Norfolk County, MA",25021,0.014644695963377282,70735033,7.7
"Plymouth County, MA",25023,0.017097840959507272,34787787,8
"Suffolk County, MA",25025,0.04341752997322779,180698276,15.1
"Worcester County, MA",25027,0.014579998086735428,57639800,10.9
"Alcona County, MI",26001,0.013181174805378627,278565,15.8
"Alger County, MI",26003,0.013396911898274296,331896,12.9
"Allegan County, MI",26005,0.020820141966874397,6577593,9.9
"Alpena County, MI",26007,0.023296064245906748,1504938,15.9
"Antrim County, MI",26009,0.0055275174236962266,805319,10.1
"Arenac County, MI",26011,0.012697075460344206,567347,15
"Baraga County, MI",26013,0.006782708180109504,380878,15.6
"Barry County, MI",26015,0.008227217206958036,2201759,8.3
"Bay County, MI",26017,0.02438724213994263,4507259,12.8
"Benzie County, MI",26019,0.012447279086513734,717239,9.7
"Berrien County, MI",26021,0.03601435582967901,9484269,13.6
"Branch County, MI",26023,0.023618490395577448,1843805,14.9
"Calhoun County, MI",26025,0.04250946663368409,8543282,14
"Cass County, MI",26027,0.025983478908524614,2039438,12.3
"Charlevoix County, MI",26029,0.01470533487211943,1647920,9.1
"Cheboygan County, MI",26031,0.01585698792026628,867729,14
"Chippewa County, MI",26033,0.020251703671136514,1589660,13.6
"Clare County, MI",26035,0.021663464483613178,1524664,21.1
"Clinton County, MI",26037,0.010118149824032177,3085920,7
"Crawford County, MI",26039,0.02526315789473684,590907,14
"Delta County, MI",26041,0.020599301626830522,1573660,14.1
"Dickinson County, MI",26043,0.0022240845796802477,1784308,11.8
"Eaton County, MI",26045,0.022107865947682003,7145338,10.1
"Emmet County, MI",26047,0.010694102304013912,2447484,9.4
"Genesee County, MI",26049,0.03146108741627234,19151079,17.9
"Gladwin County, MI",26051,0.018722551814469527,600538,14.2
"Gogebic County, MI",26053,0.010730318624767327,616887,17.3
"Grand Traverse County, MI",26055,0.019612466680336272,7175342,7.4
"Gratiot County, MI",26057,0.02444383411150783,1988400,16.3
"Hillsdale County, MI",26059,0.022178665019068112,2203530,14.8
"Houghton County, MI",26061,0.01199218653413446,1506566,17.1
"Huron County, MI",26063,0.014886829712896855,2089542,14.3
"Ingham County, MI",26065,0.034659349001599185,22898395,16.2
"Ionia County, MI",26067,0.010534967124925285,2283882,13.3
